age,articleNumber,bias-question,country,gender,language1,newsOutlet,politics,url
39,131.0,is-biased,United States,Female,English,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-60818242
48,220.0,is-not-biased,United States,Female,English,FOX,Independent,https://www.foxnews.com/us/california-chevron-refinery-strike
31,319.0,is-biased,United States,Male,English,CNN,Conservative,https://www.cnn.com/2022/04/11/politics/gun-regulation-atf-steve-dettelbach/index.html
40,100.0,is-biased,United States,Male,English,CNN,Independent,https://www.cnn.com/2022/04/08/us/alabama-transgender-bills/index.html
48,401.0,is-not-biased,United States,Male,English,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-61005390
39,209.0,is-biased,United States,Male,English,BBC,Conservative,https://www.bbc.co.uk/news/world-us-canada-60798834
28,243.0,is-biased,United States,Male,English,FOX,Liberal,https://www.foxnews.com/us/ohio-university-speech-policy-chosen-name
20,480.0,is-biased,United States,Female,English,CNN,Independent,https://www.cnn.com/2022/04/11/investing/russia-default-sp/index.html
25,77.0,is-biased,United States,Male,English,CNN,Independent,https://www.cnn.com/2022/03/20/politics/biden-administration-myanmar-military-genocide/index.html
25,309.0,is-biased,United States,Male,English,BBC,Conservative,https://www.bbc.co.uk/news/world-us-canada-61018819
31,1.0,is-biased,United States,Male,English,CNN,Conservative,https://www.cnn.com/2022/03/08/health/florida-child-covid-vaccine-guidance/index.html
29,311.0,is-biased,United States,Female,English,BBC,Liberal,https://www.bbc.co.uk/news/entertainment-arts-60562041
42,165.0,is-biased,United States,Female,English,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-60655723
27,443.0,is-biased,United States,Female,English,CNN,Liberal,https://www.cnn.com/2022/03/08/us/joplin-missouri-police-officers-shot/index.html
36,236.0,is-biased,United States,Female,English,CNN,Liberal,https://www.cnn.com/2022/04/11/asia/pakistan-prime-minister-shehbaz-sharif-intl-hnk/index.html
24,309.0,is-biased,United States,Male,English,FOX,Independent,https://www.foxnews.com/us/tesla-driver-careens-texas-sidewalk-video
27,291.0,is-biased,United States,Male,English,BBC,Independent,https://www.bbc.co.uk/news/world-us-canada-61004345
46,334.0,is-biased,United States,Male,English,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-60829623
36,467.0,is-biased,Pakistan,Male,Urdu,FOX,Other,https://www.foxnews.com/us/florida-model-courtney-clenney-hotel-miami
30,416.0,is-biased,United States,Female,English,CNN,Liberal,https://www.cnn.com/2022/03/21/politics/putin-war-criminal-ukraine-russia-what-matters/index.html
52,110.0,is-not-biased,United States,Male,English,CNN,Liberal,https://www.cnn.com/2022/03/08/us/sherri-papini-detention-hearing/index.html
52,425.0,is-biased,United States,Female,English,FOX,Liberal,https://www.foxnews.com/us/no-charges-in-shooting-of-man-saved-from-south-carolina-lake
47,59.0,is-biased,United States,Male,English,BBC,Independent,https://www.bbc.co.uk/news/world-us-canada-60576847
37,204.0,is-not-biased,United States,Female,English,CNN,Liberal,https://www.cnn.com/2022/04/10/business/gerber-baby-competition-trnd/index.html
44,73.0,is-biased,United States,Male,English,CNN,Liberal,https://www.cnn.com/2022/04/08/politics/ketanji-brown-jackson-confirmation-speech/index.html
47,51.0,is-biased,United States,Male,English,CNN,Conservative,https://www.cnn.com/2022/04/10/politics/biden-ghost-guns-atf-nominee/index.html
39,63.0,is-biased,United States,Female,English,CNN,Conservative,https://www.cnn.com/2022/04/11/world/far-near-sides-of-the-moon-difference-scn/index.html
43,480.0,is-not-biased,United States,Female,English,CNN,Liberal,https://www.cnn.com/2022/04/08/us/college-admissions-scandal-mark-riddell-sentencing/index.html
27,496.0,is-not-biased,United States,Female,English,FOX,Conservative,https://www.foxnews.com/us/nj-man-375-years-sentence-2016-killing-spree-woman-kids-facebook-post
25,311.0,is-biased,United Kingdom,Male,English,FOX,Conservative,https://www.foxnews.com/us/north-carolina-shooting-hotel-fayetteville
37,170.0,is-not-biased,United States,Male,English,CNN,Conservative,https://www.cnn.com/2022/04/11/sport/la-lakers-fire-frank-vogel-spt-intl/index.html
42,20.0,is-biased,United States,Male,English,BBC,Conservative,https://www.bbc.co.uk/news/world-us-canada-61029445
48,490.0,is-biased,United States,Male,English,FOX,Liberal,https://www.foxnews.com/us/california-man-finds-7-foot-snake-behind-couch-cushion
21,277.0,is-not-biased,United States,Female,English,FOX,Liberal,https://www.foxnews.com/us/nyc-landlord-tenants-paying-rent
36,278.0,is-not-biased,United States,Male,English,FOX,Conservative,https://www.foxnews.com/us/nyc-shooting-outside-bronx-school-kills-teen-injures-two-others
24,492.0,is-not-biased,United States,Male,English,FOX,Independent,https://www.foxnews.com/us/nyc-gang-dirt-bikers-brutally-beat-64-year-old-man-son-caught-video-attack
25,376.0,is-not-biased,United States,Male,Spanish,FOX,Liberal,https://www.foxnews.com/us/brooklyn-bridge-climber-rush-hour-drama-video
30,389.0,is-biased,United States,Male,English,FOX,Conservative,https://www.foxnews.com/us/florida-fair-ride-operator-trapped-orlando
33,308.0,is-biased,United States,Male,English,FOX,Conservative,https://www.foxnews.com/us/wake-forest-medical-school-del-rosario-pronoun-patient-twitter
36,131.0,is-biased,United States,Female,English,CNN,Conservative,https://www.cnn.com/2022/04/08/us/south-bronx-high-school-shooting/index.html
32,168.0,is-biased,United States,Male,English,FOX,Conservative,https://www.foxnews.com/us/nj-man-375-years-sentence-2016-killing-spree-woman-kids-facebook-post
25,486.0,is-biased,United Kingdom,Female,English,BBC,Independent,https://www.bbc.co.uk/news/world-us-canada-60699186
42,455.0,is-biased,United States,Female,English,CNN,Liberal,https://www.cnn.com/2022/03/20/media/reliable-sources-kyiv-independent/index.html
49,213.0,is-biased,United States,Female,English,BBC,Conservative,https://www.bbc.co.uk/news/world-us-canada-60798834
33,302.0,is-biased,United States,Male,English,FOX,Conservative,https://www.foxnews.com/us/us-navy-to-decommission-newest-warships
67,10.0,is-not-biased,United States,Female,English,FOX,Conservative,https://www.foxnews.com/us/blankets-of-hope-nonprofit-homeless-shelters-ukraine
40,360.0,is-not-biased,United States,Female,English,BBC,Conservative,https://www.bbc.co.uk/news/technology-60995694
23,330.0,is-not-biased,United States,Female,English,BBC,Independent,https://www.bbc.co.uk/news/world-us-canada-60656553
31,133.0,is-not-biased,United States,Male,English,CNN,Conservative,https://www.cnn.com/2022/04/07/us/kentucky-governor-vetoes-bill-anti-critical-race-theory/index.html
24,57.0,is-biased,United States,Female,English,CNN,Conservative,https://www.cnn.com/2022/04/07/politics/michelle-obama-ketanji-brown-jackson-supreme-court-confirmation/index.html
41,194.0,is-not-biased,United States,Female,English,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-60666251
26,177.0,is-biased,United States,Female,English,CNN,Conservative,https://www.cnn.com/2022/03/20/us/rare-snake-alabama-trnd/index.html
31,107.0,is-not-biased,United States,Female,English,FOX,Other,https://www.foxnews.com/us/universal-studios-hollywood-guests-rescued-from-ride-after-power-goes-out
41,458.0,is-biased,United States,Male,English,CNN,Liberal,https://www.cnn.com/2022/03/21/politics/eric-greitens-abuse-accusations-missouri-senate-candidate/index.html
36,97.0,is-biased,United States,Male,English,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-61016908
56,186.0,is-biased,United States,Male,English,CNN,Conservative,https://www.cnn.com/2022/04/10/europe/french-presidential-election-results-intl/index.html
36,348.0,is-biased,United States,Female,English,FOX,Liberal,https://www.foxnews.com/us/genealogy-database-dna-solves-2-decade-old-violent-rape-cases-in-washington-state
27,445.0,is-biased,United States,Male,English,FOX,Liberal,https://www.foxnews.com/us/police-warning-about-dangerous-new-tiktok-challenge-sweeping-us
29,276.0,is-not-biased,United States,Male,English,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-61005429
43,430.0,is-biased,United States,Male,English,FOX,Liberal,https://www.foxnews.com/us/maryland-senior-citizen-assaulted-suspects-attempted-car-jacking
24,212.0,is-not-biased,United States,Female,English,CNN,Liberal,https://www.cnn.com/2022/04/07/politics/michelle-obama-ketanji-brown-jackson-supreme-court-confirmation/index.html
33,35.0,is-biased,United States,Male,English,FOX,Conservative,https://www.foxnews.com/us/us-navy-to-decommission-newest-warships
31,493.0,is-biased,India,Male,Telugu,CNN,Liberal,https://www.cnn.com/2022/04/08/us/alabama-transgender-bills/index.html
29,323.0,is-not-biased,United States,Male,English,FOX,Liberal,https://www.foxnews.com/us/who-is-judge-elizabeth-scherer
35,126.0,is-not-biased,United States,Male,English,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-61018821
34,323.0,is-biased,United States,Male,English,CNN,Independent,https://www.cnn.com/2022/03/21/politics/covid-funding-biden-administration/index.html
27,62.0,is-not-biased,United States,Male,English,BBC,Conservative,https://www.bbc.co.uk/news/world-us-canada-61047164
24,341.0,is-biased,United States,Female,English,FOX,Independent,https://www.foxnews.com/us/ny-judge-dead-federal-agents-search-buffalo-home
39,397.0,is-biased,United States,Female,English,CNN,Liberal,https://www.cnn.com/2022/03/08/us/sherri-papini-detention-hearing/index.html
56,271.0,is-biased,United States,Female,English,FOX,Conservative,https://www.foxnews.com/us/brooklyn-bridge-climber-rush-hour-drama-video
23,364.0,is-not-biased,United States,Male,English,CNN,Conservative,https://www.cnn.com/2022/04/07/us/kentucky-governor-vetoes-bill-anti-critical-race-theory/index.html
25,11.0,is-biased,United States,Male,English,FOX,Liberal,https://www.foxnews.com/us/severe-weather-coming-to-texas-southeast
44,369.0,is-biased,United States,Female,English,BBC,Conservative,https://www.bbc.co.uk/news/uk-60642926
27,245.0,is-biased,Fiji,Female,English,FOX,Liberal,https://www.foxnews.com/us/blankets-of-hope-nonprofit-homeless-shelters-ukraine
29,494.0,is-biased,United States,Female,English,CNN,Conservative,https://www.cnn.com/2022/04/07/opinions/elon-musk-twitter-donald-trump-2024-zelizer/index.html
45,278.0,is-biased,United States,Male,English,FOX,Conservative,https://www.foxnews.com/us/snow-cold-weather-forecast-us
34,103.0,is-biased,United States,Female,English,FOX,Liberal,https://www.foxnews.com/us/california-gang-members-charged-kevin-nishita-murder-shooting-smash-and-grab
27,303.0,is-not-biased,United States,Female,English,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-61026996
22,168.0,is-biased,United States,Male,English,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-60810468
22,257.0,is-biased,Albania,Female,A'Tong,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-60799659
51,429.0,is-not-biased,United States,Male,English,CNN,Liberal,https://www.cnn.com/2022/04/08/golf/tiger-woods-second-round-the-masters-spt-intl/index.html
31,311.0,is-biased,United States,Female,English,FOX,Liberal,https://www.foxnews.com/us/new-orleans-police-5-shootings-10-hours
33,238.0,is-not-biased,United States,Other,English,BBC,Liberal,https://www.bbc.co.uk/news/entertainment-arts-60660186
28,18.0,is-biased,United States,Male,English,BBC,Liberal,https://www.bbc.co.uk/news/world-51235105
35,371.0,is-biased,United States,Male,English,CNN,Conservative,https://www.cnn.com/2022/03/20/us/rare-snake-alabama-trnd/index.html
33,267.0,is-biased,United States,Male,English,FOX,Conservative,https://www.foxnews.com/us/project-cure-nonprofit-medical-supplies-ukraine-logistics-russia-war
28,326.0,is-not-biased,United States,Female,English,CNN,Liberal,https://www.cnn.com/2022/04/10/entertainment/pamela-anderson-broadway-chicago-interview/index.html
54,387.0,is-not-biased,United States,Female,English,FOX,Liberal,https://www.foxnews.com/us/san-francisco-officer-terrance-stangel-verdict-dacari-spiers-boudin
27,344.0,is-biased,United States,Female,English,FOX,Liberal,https://www.foxnews.com/us/maryland-senior-citizen-assaulted-suspects-attempted-car-jacking
40,250.0,is-biased,United States,Male,English,BBC,Liberal,https://www.bbc.co.uk/news/uk-wales-60637319
26,407.0,is-not-biased,United States,Female,English,CNN,Independent,https://www.cnn.com/2022/03/20/media/reliable-sources-kyiv-independent/index.html
26,356.0,is-biased,United States,Female,English,BBC,Liberal,https://www.bbc.co.uk/news/science-environment-61044759
32,54.0,is-biased,United States,Male,English,CNN,Conservative,https://www.cnn.com/2022/03/21/americas/mississauga-canada-mosque-attack-charges/index.html
62,389.0,is-biased,United Kingdom,Male,English,CNN,Conservative,https://www.cnn.com/2022/03/08/us/joplin-missouri-police-officers-shot/index.html
65,484.0,is-not-biased,United States,Female,English,CNN,Liberal,https://www.cnn.com/2022/03/20/entertainment/kyiv-calling-ukrainian-band-covers-the-clash-trnd/index.html
31,104.0,is-not-biased,United States,Male,English,CNN,Independent,https://www.cnn.com/2022/03/08/politics/poland-jets-ukraine-russia/index.html
43,155.0,is-not-biased,United States,Male,English,CNN,Conservative,https://www.cnn.com/2022/04/08/us/south-bronx-high-school-shooting/index.html
34,224.0,is-biased,United States,Female,English,BBC,Independent,https://www.bbc.co.uk/news/world-us-canada-61031583
75,326.0,is-biased,United States,Male,English,BBC,Liberal,https://www.bbc.co.uk/news/health-60648869
18,262.0,is-biased,United States,Female,English,FOX,Conservative,https://www.foxnews.com/us/georgia-to-pennsylvania-300-guns-trafficked-atlanta-rapper-straw-purchasing-scheme
26,296.0,is-biased,United States,Female,English,FOX,Conservative,https://www.foxnews.com/us/maryland-police-release-footage-of-sick-attack-on-senior-citizen
24,188.0,is-biased,United States,Female,English,FOX,Liberal,https://www.foxnews.com/us/police-search-for-suspect-in-viral-california-tesla-stunt-gone-wrong
19,259.0,is-biased,United States,Female,English,BBC,Independent,https://www.bbc.co.uk/news/world-us-canada-61031583
33,127.0,is-biased,United States,Male,English,BBC,Conservative,https://www.bbc.co.uk/news/58888451
30,66.0,is-not-biased,United States,Female,English,CNN,Conservative,https://www.cnn.com/2022/03/20/entertainment/kyiv-calling-ukrainian-band-covers-the-clash-trnd/index.html
30,31.0,is-not-biased,United States,Female,English,CNN,Other,https://www.cnn.com/2022/03/20/media/reliable-sources-kyiv-independent/index.html
34,429.0,is-not-biased,United States,Male,English,BBC,Liberal,https://www.bbc.co.uk/news/world-europe-60637841
48,185.0,is-biased,United States,Male,English,CNN,Conservative,https://www.cnn.com/2022/04/11/asia/pakistan-prime-minister-shehbaz-sharif-intl-hnk/index.html
35,272.0,is-biased,United States,Male,English,CNN,Conservative,https://www.cnn.com/2022/03/20/entertainment/kanye-west-banned-grammys-trevor-noah/index.html
72,444.0,is-not-biased,United States,Female,English,FOX,Liberal,https://www.foxnews.com/us/12-massachusetts-state-troopers-fired-for-refusing-to-comply-with-vaccine-mandate
